# Canonical payers (company, plan, #raw_variants). Derived from payer-mapping.json.
# The raw→canonical linkage lives in payer-mapping.json — do not lose it.

Healthfirst	Silver Total, Pro, Plus EPO	1
Healthfirst	Small Group	1

Healthplus	(CHP) Medicaid	1
Healthplus	(FHP) Medicaid	1
Healthplus	Amerigroup Childhealthpls	1
Healthplus	Anthem BCBS Ct Pathway HMO�	1
Healthplus	Anthem BCBS Ct Pathway PPO�	1
Healthplus	BCBS Healthplus Essential Plan 1	1
Healthplus	BCBS Healthplus Essential Plan 2	1
Healthplus	BCBS Healthplus Essential Plan 3	1
Healthplus	BCBS Healthplus Essential Plan 4	1
Healthplus	BCBS Healthplus Exchange	1
Healthplus	BCBS Healthplus NY Child Health Plus NY	1
Healthplus	BCBS Healthplus NY Medicaid Managed Care NY	1
Healthplus	BCBS Healthplus Special Needs	1
Healthplus	Blue Cross Healthplus - Essential	1
Healthplus	Medicare Advantage	1

Horizon	Non Omnia	2
Horizon	Non Omnia - Bkbislw	1
Horizon	Omnia	2
Horizon	Omnia - Bkbislw	1

Humana	Commercial	1
Humana	Medicare	9
Humana	Medicare Midlevels	1

Longevity	Health Plan Mcare	1
Longevity	Medicare Advantage	1
Longevity	Medicare Advantage SNP Plan	1

Medicaid	Agewell Managed Medicaid	1
Medicaid	Amerigroup Community Care New Jersey	1
Medicaid	Care Plus	1
Medicaid	Cdph Child Health Plus	1
Medicaid	Cdph Medicaid Managed Care	1
Medicaid	Centers Plan Medicaid Advantage Plus (MAP) (HMO D -	1
Medicaid	Connecticut Medicaid	1
Medicaid	Health And Recovery Plan (HARP)	1
Medicaid	Horizon Nj Mcd HMO	1
Medicaid	Medicaid	2
Medicaid	Mvp Child Health Plus	1
Medicaid	Nj/Molina	1
Medicaid	Partners Health Plan Medicaid	1
Medicaid	Partners Health Plan MLTC	1
Medicaid	United Healthcare Community Of Nj	1
Medicaid	Vnsny Choice Select Health	1

Medicare	Aarp Medicare Complete	1
Medicare	Aarp Medicare Complete Mosaic	1
